
50  0.00187
100  0.009397
150  0.021685
200  0.051354
250  0.098963
300  0.16816
350  0.259485
400  0.379897
450  0.555431
500  0.736761
550  1.04138
600  1.33264
650  1.62267
700  2.10553
750  2.51867
800  3.06631
850  3.66505
900  4.33124
950  5.11465
1000  5.96612
1050  7.0251
1100  8.01534
1150  9.27989
1200  10.5679
1250  11.8852
1300  13.2384
1350  14.8112
1400  16.5467
1450  18.5338
