1	1e-06
2	1e-06
3	1e-06
4	2e-06
5	1e-06
6	1e-06
7	2e-06
8	4e-06
9	9e-06
10	8e-06
11	2.1e-05
12	3.1e-05
13	6e-05
14	0.000124
15	0.00024
16	0.000744
17	0.000911
18	0.001687
19	0.003381
20	0.007244
21	0.014898
22	0.030084
23	0.059711
24	0.113487
25	0.223381
26	0.450654
27	0.876279
28	1.7363
29	3.48235
30	6.95282
